query_id,query_text,query_class,query_subtype,fact_id,fact_text,gold_relevant,hard_negative_labels,RAW_SCORE,LOGIT_SCORE,rank_within_query
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF20,Project Quasar does NOT support feature streaming.,False,HN4|HN7,0.006524696946144104,,14
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF21,Nadia works on Project Ember.,False,,2.483323260094039e-05,,39
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF22,Project Ember uses PostgreSQL in production.,False,,0.003360637230798602,,15
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF23,Project Ember uses SQLite in tests.,False,,0.0017968519823625684,,16
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF24,Feature auth is enabled by default in Project Ember.,False,,0.0006369228940457106,,18
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,0.0006268226425163448,,19
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF26,Owen works on Project Lattice.,False,,3.728631418198347e-05,,35
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF27,Project Lattice requires more than 16 GB of memory.,False,,0.00021171450498513877,,28
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF28,Project Lattice requires less than 16 GB of memory.,False,HN6,0.00023886126291472465,,27
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF29,Project Lattice is deployed in Singapore.,False,,0.00017038712394423783,,29
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF30,Priya confirmed migration Lattice-Blue.,False,,7.909247506177053e-05,,31
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF31,Kai works on Project Flux.,False,,3.543564162100665e-05,,36
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF32,Project Flux uses Go.,False,,0.02181241475045681,,6
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,,0.0004515681939665228,,20
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF34,Project Flux has status alpha.,False,,0.0002516885579098016,,25
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF35,Project Flux is owned by Apex Labs.,False,,0.000343458290444687,,23
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF36,Priya works on Project Harbor.,False,,1.8043230738840066e-05,,40
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF37,Project Harbor uses TypeScript.,False,,0.010803595185279846,,11
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF38,Project Harbor depends on Redis.,False,,0.0002443464763928205,,26
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF39,Project Harbor has status GA.,False,,3.2334544812329113e-05,,37
CQ06,What programming language powers Project Quasar?,answerable,paraphrase,CF40,Project HelixCore uses Ruby.,False,HN6,0.009560867212712765,,12
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF01,Mira works on Project Helix.,False,,2.696773299248889e-05,,27
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF02,Project Helix uses Go.,False,,7.996681961230934e-05,,17
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF03,Project Helix depends on Redis.,False,,0.00010600448149489239,,14
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF04,Project Helix is owned by Apex Labs.,False,,2.684515857254155e-05,,28
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF05,Project Helix is deployed in Frankfurt.,False,,2.080861304420978e-05,,30
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF06,Jonas works on Project Cascade.,False,HN2,1.6461855921079405e-05,,37
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF07,Project Cascade uses TypeScript.,False,,0.00016806712665129453,,8
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF08,Project Cascade depends on Kafka.,False,,4.605596768669784e-05,,20
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF09,Project Cascade is owned by Northwind Systems.,False,,4.603866545949131e-05,,21
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF10,Project Cascade has status beta.,False,,0.00015036697732284665,,9
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF11,Elena works on Project Prism.,False,,1.6518470147275366e-05,,36
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF12,Project Prism uses Kotlin.,False,,8.457956573693082e-05,,15
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF13,Project Prism depends on Grafana.,False,,4.4088006688980386e-05,,23
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF14,Project Prism currently uses Go for the API layer.,False,,0.00010755839321063831,,13
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF15,Project Prism previously used Python for the API layer.,False,,5.568150299950503e-05,,19
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF16,Theo works on Project Quasar.,False,HN1,0.0006037873681634665,,6
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF17,Project Quasar uses Elixir.,False,HN1,0.003656846471130848,,4
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF18,Project Quasar depends on Celery.,False,,0.01065688394010067,,3
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF19,Project Quasar supports feature streaming.,True,,0.9999688863754272,,1
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF20,Project Quasar does NOT support feature streaming.,False,HN7|HN1,0.9984329342842102,,2
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF21,Nadia works on Project Ember.,False,,1.6433072232757695e-05,,38
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF22,Project Ember uses PostgreSQL in production.,False,,1.8947108401334845e-05,,31
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF23,Project Ember uses SQLite in tests.,False,,2.115551251336001e-05,,29
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF24,Feature auth is enabled by default in Project Ember.,False,HN4,0.0019086000975221395,,5
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,HN4|HN10,0.0004910375573672354,,7
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF26,Owen works on Project Lattice.,False,,1.640468508412596e-05,,39
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF27,Project Lattice requires more than 16 GB of memory.,False,,4.3745509174186736e-05,,24
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF28,Project Lattice requires less than 16 GB of memory.,False,HN6,4.489120692596771e-05,,22
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF29,Project Lattice is deployed in Singapore.,False,,1.7547532479511574e-05,,32
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF30,Priya confirmed migration Lattice-Blue.,False,,1.6532227164134383e-05,,34
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF31,Kai works on Project Flux.,False,,1.7083297279896215e-05,,33
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF32,Project Flux uses Go.,False,,5.88714647165034e-05,,18
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,,1.6136364138219506e-05,,40
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF34,Project Flux has status alpha.,False,,0.00011356570030329749,,12
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF35,Project Flux is owned by Apex Labs.,False,,2.817261884047184e-05,,26
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF36,Priya works on Project Harbor.,False,,1.6525338651263155e-05,,35
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF37,Project Harbor uses TypeScript.,False,,0.00014528221799992025,,10
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF38,Project Harbor depends on Redis.,False,,0.0001152137410826981,,11
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF39,Project Harbor has status GA.,False,,3.329502942506224e-05,,25
CQ07,Does Project Quasar support feature streaming?,answerable,paraphrase,CF40,Project HelixCore uses Ruby.,False,HN6,8.347199764102697e-05,,16
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF01,Mira works on Project Helix.,False,HN2,3.267474312451668e-05,,31
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF02,Project Helix uses Go.,False,,0.00023788577527739108,,6
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF03,Project Helix depends on Redis.,False,,0.0003289958112873137,,5
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF04,Project Helix is owned by Apex Labs.,False,,4.463563527679071e-05,,29
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF05,Project Helix is deployed in Frankfurt.,False,,4.737705967272632e-05,,27
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF06,Jonas works on Project Cascade.,False,,2.3266709831659682e-05,,34
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF07,Project Cascade uses TypeScript.,False,,0.00019251456251367927,,7
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF08,Project Cascade depends on Kafka.,False,,0.00010802668839460239,,14
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF09,Project Cascade is owned by Northwind Systems.,False,,5.465980575536378e-05,,23
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF10,Project Cascade has status beta.,False,,0.0001126305724028498,,12
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF11,Elena works on Project Prism.,False,,1.79495254997164e-05,,40
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF12,Project Prism uses Kotlin.,False,,9.229254646925256e-05,,16
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF13,Project Prism depends on Grafana.,False,,6.702989048790187e-05,,19
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF14,Project Prism currently uses Go for the API layer.,False,,5.0350918172625825e-05,,26
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF15,Project Prism previously used Python for the API layer.,False,,5.245236388873309e-05,,25
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF16,Theo works on Project Quasar.,False,,2.0819134078919888e-05,,36
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF17,Project Quasar uses Elixir.,False,,0.00013577676145359874,,10
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF18,Project Quasar depends on Celery.,False,,0.00012674489698838443,,11
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF19,Project Quasar supports feature streaming.,False,,6.53394017717801e-05,,20
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF20,Project Quasar does NOT support feature streaming.,False,HN6,4.4728181819664314e-05,,28
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF21,Nadia works on Project Ember.,False,,1.9118302589049563e-05,,38
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF22,Project Ember uses PostgreSQL in production.,False,HN4,7.92824721429497e-05,,17
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF23,Project Ember uses SQLite in tests.,False,,5.749331467086449e-05,,22
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF24,Feature auth is enabled by default in Project Ember.,False,,2.6406349206808954e-05,,33
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,1.931669066834729e-05,,37
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF26,Owen works on Project Lattice.,False,HN1,0.000658466771710664,,4
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF27,Project Lattice requires more than 16 GB of memory.,True,,0.9999643564224243,,1
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF28,Project Lattice requires less than 16 GB of memory.,False,HN12|HN1,0.9744248390197754,,2
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF29,Project Lattice is deployed in Singapore.,False,HN1,0.002509511075913906,,3
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF30,Priya confirmed migration Lattice-Blue.,False,HN4,4.307751078158617e-05,,30
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF31,Kai works on Project Flux.,False,,2.087796565319877e-05,,35
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF32,Project Flux uses Go.,False,,9.878259879769757e-05,,15
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,HN3|HN11,5.3249779739417136e-05,,24
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF34,Project Flux has status alpha.,False,,5.761883585364558e-05,,21
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF35,Project Flux is owned by Apex Labs.,False,,2.9423536034300923e-05,,32
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF36,Priya works on Project Harbor.,False,,1.8629063561093062e-05,,39
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF37,Project Harbor uses TypeScript.,False,,0.00011144609015900642,,13
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF38,Project Harbor depends on Redis.,False,,0.00016584178956691176,,8
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF39,Project Harbor has status GA.,False,,7.59332106099464e-05,,18
CQ08,Does Project Lattice require more than 16 GB of memory?,answerable,paraphrase,CF40,Project HelixCore uses Ruby.,False,HN6,0.0001585273421369493,,9
CQ09,What is related to Project Helix?,answerable,broad,CF01,Mira works on Project Helix.,True,,0.1340988278388977,,2
CQ09,What is related to Project Helix?,answerable,broad,CF02,Project Helix uses Go.,True,,0.02084925025701523,,5
CQ09,What is related to Project Helix?,answerable,broad,CF03,Project Helix depends on Redis.,True,,0.10598124563694,,3
CQ09,What is related to Project Helix?,answerable,broad,CF04,Project Helix is owned by Apex Labs.,True,,0.39909622073173523,,1
CQ09,What is related to Project Helix?,answerable,broad,CF05,Project Helix is deployed in Frankfurt.,True,,0.0719490498304367,,4
CQ09,What is related to Project Helix?,answerable,broad,CF06,Jonas works on Project Cascade.,False,HN2,2.2665044525638223e-05,,33
CQ09,What is related to Project Helix?,answerable,broad,CF07,Project Cascade uses TypeScript.,False,,4.528872887021862e-05,,20
CQ09,What is related to Project Helix?,answerable,broad,CF08,Project Cascade depends on Kafka.,False,,4.024443114758469e-05,,23
CQ09,What is related to Project Helix?,answerable,broad,CF09,Project Cascade is owned by Northwind Systems.,False,,4.7724224714329466e-05,,18
CQ09,What is related to Project Helix?,answerable,broad,CF10,Project Cascade has status beta.,False,,4.401541082188487e-05,,21
CQ09,What is related to Project Helix?,answerable,broad,CF11,Elena works on Project Prism.,False,,3.152667704853229e-05,,29
CQ09,What is related to Project Helix?,answerable,broad,CF12,Project Prism uses Kotlin.,False,,4.6127614041324705e-05,,19
CQ09,What is related to Project Helix?,answerable,broad,CF13,Project Prism depends on Grafana.,False,,8.693635027157143e-05,,10
CQ09,What is related to Project Helix?,answerable,broad,CF14,Project Prism currently uses Go for the API layer.,False,HN4,4.397467273520306e-05,,22
CQ09,What is related to Project Helix?,answerable,broad,CF15,Project Prism previously used Python for the API layer.,False,HN4,5.2410214266274124e-05,,15
CQ09,What is related to Project Helix?,answerable,broad,CF16,Theo works on Project Quasar.,False,,3.476251004030928e-05,,27
CQ09,What is related to Project Helix?,answerable,broad,CF17,Project Quasar uses Elixir.,False,,5.190497176954523e-05,,16
CQ09,What is related to Project Helix?,answerable,broad,CF18,Project Quasar depends on Celery.,False,,0.00010426511289551854,,8
CQ09,What is related to Project Helix?,answerable,broad,CF19,Project Quasar supports feature streaming.,False,,3.5190685593988746e-05,,26
CQ09,What is related to Project Helix?,answerable,broad,CF20,Project Quasar does NOT support feature streaming.,False,HN6,1.6471905837533996e-05,,37
CQ09,What is related to Project Helix?,answerable,broad,CF21,Nadia works on Project Ember.,False,,3.0451687052845955e-05,,30
CQ09,What is related to Project Helix?,answerable,broad,CF22,Project Ember uses PostgreSQL in production.,False,,2.1819616449647583e-05,,34
CQ09,What is related to Project Helix?,answerable,broad,CF23,Project Ember uses SQLite in tests.,False,HN4,1.9656050426419824e-05,,35
CQ09,What is related to Project Helix?,answerable,broad,CF24,Feature auth is enabled by default in Project Ember.,False,,1.6340121874236502e-05,,39
CQ09,What is related to Project Helix?,answerable,broad,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,1.622140916879289e-05,,40
CQ09,What is related to Project Helix?,answerable,broad,CF26,Owen works on Project Lattice.,False,,2.507281351427082e-05,,32
CQ09,What is related to Project Helix?,answerable,broad,CF27,Project Lattice requires more than 16 GB of memory.,False,,8.318109030369669e-05,,11
CQ09,What is related to Project Helix?,answerable,broad,CF28,Project Lattice requires less than 16 GB of memory.,False,HN6|HN12,5.5080185120459646e-05,,12
CQ09,What is related to Project Helix?,answerable,broad,CF29,Project Lattice is deployed in Singapore.,False,,3.675102925626561e-05,,25
CQ09,What is related to Project Helix?,answerable,broad,CF30,Priya confirmed migration Lattice-Blue.,False,,1.6383579350076616e-05,,38
CQ09,What is related to Project Helix?,answerable,broad,CF31,Kai works on Project Flux.,False,,5.377939305617474e-05,,13
CQ09,What is related to Project Helix?,answerable,broad,CF32,Project Flux uses Go.,False,,5.328218685463071e-05,,14
CQ09,What is related to Project Helix?,answerable,broad,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,HN11,1.6602203686488792e-05,,36
CQ09,What is related to Project Helix?,answerable,broad,CF34,Project Flux has status alpha.,False,,9.6992684120778e-05,,9
CQ09,What is related to Project Helix?,answerable,broad,CF35,Project Flux is owned by Apex Labs.,False,,0.00011086883750976995,,7
CQ09,What is related to Project Helix?,answerable,broad,CF36,Priya works on Project Harbor.,False,,3.853363887174055e-05,,24
CQ09,What is related to Project Helix?,answerable,broad,CF37,Project Harbor uses TypeScript.,False,,2.8737464162986726e-05,,31
CQ09,What is related to Project Helix?,answerable,broad,CF38,Project Harbor depends on Redis.,False,,5.156283805263229e-05,,17
CQ09,What is related to Project Helix?,answerable,broad,CF39,Project Harbor has status GA.,False,,3.416876643314026e-05,,28
CQ09,What is related to Project Helix?,answerable,broad,CF40,Project HelixCore uses Ruby.,False,HN5|HN3,0.017152544111013412,,6
CQ10,What should I know about Project Cascade?,answerable,broad,CF01,Mira works on Project Helix.,False,HN2,1.830635119404178e-05,,22
CQ10,What should I know about Project Cascade?,answerable,broad,CF02,Project Helix uses Go.,False,,1.84050095413113e-05,,20
CQ10,What should I know about Project Cascade?,answerable,broad,CF03,Project Helix depends on Redis.,False,,1.9927821995224804e-05,,15
CQ10,What should I know about Project Cascade?,answerable,broad,CF04,Project Helix is owned by Apex Labs.,False,,2.0743329514516518e-05,,12
CQ10,What should I know about Project Cascade?,answerable,broad,CF05,Project Helix is deployed in Frankfurt.,False,,2.1614789147861302e-05,,10
CQ10,What should I know about Project Cascade?,answerable,broad,CF06,Jonas works on Project Cascade.,True,,0.007979610934853554,,4
CQ10,What should I know about Project Cascade?,answerable,broad,CF07,Project Cascade uses TypeScript.,True,,0.0229226965457201,,3
CQ10,What should I know about Project Cascade?,answerable,broad,CF08,Project Cascade depends on Kafka.,True,,0.0039996188133955,,5
CQ10,What should I know about Project Cascade?,answerable,broad,CF09,Project Cascade is owned by Northwind Systems.,True,,0.22129406034946442,,1
CQ10,What should I know about Project Cascade?,answerable,broad,CF10,Project Cascade has status beta.,True,,0.03189294412732124,,2
CQ10,What should I know about Project Cascade?,answerable,broad,CF11,Elena works on Project Prism.,False,,1.6474372387165204e-05,,33
CQ10,What should I know about Project Cascade?,answerable,broad,CF12,Project Prism uses Kotlin.,False,,1.7577127437107265e-05,,27
CQ10,What should I know about Project Cascade?,answerable,broad,CF13,Project Prism depends on Grafana.,False,,1.7749938706401736e-05,,25
CQ10,What should I know about Project Cascade?,answerable,broad,CF14,Project Prism currently uses Go for the API layer.,False,,1.8154056306229904e-05,,23
CQ10,What should I know about Project Cascade?,answerable,broad,CF15,Project Prism previously used Python for the API layer.,False,HN4,1.750314186210744e-05,,28
CQ10,What should I know about Project Cascade?,answerable,broad,CF16,Theo works on Project Quasar.,False,,2.0458151993807405e-05,,13
CQ10,What should I know about Project Cascade?,answerable,broad,CF17,Project Quasar uses Elixir.,False,,2.1466474208864383e-05,,11
CQ10,What should I know about Project Cascade?,answerable,broad,CF18,Project Quasar depends on Celery.,False,,2.264445720356889e-05,,8
CQ10,What should I know about Project Cascade?,answerable,broad,CF19,Project Quasar supports feature streaming.,False,,2.1764813936897554e-05,,9
CQ10,What should I know about Project Cascade?,answerable,broad,CF20,Project Quasar does NOT support feature streaming.,False,HN6|HN7,1.6277350368909538e-05,,36
CQ10,What should I know about Project Cascade?,answerable,broad,CF21,Nadia works on Project Ember.,False,,1.657135726418346e-05,,32
CQ10,What should I know about Project Cascade?,answerable,broad,CF22,Project Ember uses PostgreSQL in production.,False,,1.6369071090593934e-05,,34
CQ10,What should I know about Project Cascade?,answerable,broad,CF23,Project Ember uses SQLite in tests.,False,,1.635970693314448e-05,,35
CQ10,What should I know about Project Cascade?,answerable,broad,CF24,Feature auth is enabled by default in Project Ember.,False,,1.6257121387752704e-05,,37
CQ10,What should I know about Project Cascade?,answerable,broad,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,,1.6100762877613306e-05,,40
CQ10,What should I know about Project Cascade?,answerable,broad,CF26,Owen works on Project Lattice.,False,,1.7452141037210822e-05,,29
CQ10,What should I know about Project Cascade?,answerable,broad,CF27,Project Lattice requires more than 16 GB of memory.,False,,3.827390537480824e-05,,6
CQ10,What should I know about Project Cascade?,answerable,broad,CF28,Project Lattice requires less than 16 GB of memory.,False,HN6,2.862570181605406e-05,,7
CQ10,What should I know about Project Cascade?,answerable,broad,CF29,Project Lattice is deployed in Singapore.,False,,2.000236236199271e-05,,14
CQ10,What should I know about Project Cascade?,answerable,broad,CF30,Priya confirmed migration Lattice-Blue.,False,,1.6215268260566518e-05,,38
CQ10,What should I know about Project Cascade?,answerable,broad,CF31,Kai works on Project Flux.,False,,1.696942672424484e-05,,30
CQ10,What should I know about Project Cascade?,answerable,broad,CF32,Project Flux uses Go.,False,,1.6620548194623552e-05,,31
CQ10,What should I know about Project Cascade?,answerable,broad,CF33,Kai said that Priya may confirm migration Lattice-Blue.,False,HN11,1.6214928109548055e-05,,39
CQ10,What should I know about Project Cascade?,answerable,broad,CF34,Project Flux has status alpha.,False,,1.7927986846189015e-05,,24
CQ10,What should I know about Project Cascade?,answerable,broad,CF35,Project Flux is owned by Apex Labs.,False,,1.769327172951307e-05,,26
CQ10,What should I know about Project Cascade?,answerable,broad,CF36,Priya works on Project Harbor.,False,,1.916713699756656e-05,,17
CQ10,What should I know about Project Cascade?,answerable,broad,CF37,Project Harbor uses TypeScript.,False,HN3,1.8344257114222273e-05,,21
CQ10,What should I know about Project Cascade?,answerable,broad,CF38,Project Harbor depends on Redis.,False,,1.9025617802981287e-05,,18
CQ10,What should I know about Project Cascade?,answerable,broad,CF39,Project Harbor has status GA.,False,,1.9185259588994086e-05,,16
CQ10,What should I know about Project Cascade?,answerable,broad,CF40,Project HelixCore uses Ruby.,False,HN6,1.8655267922440544e-05,,19
CQ11,What components are associated with Project Ember?,answerable,broad,CF01,Mira works on Project Helix.,False,HN6,3.965148061979562e-05,,23
CQ11,What components are associated with Project Ember?,answerable,broad,CF02,Project Helix uses Go.,False,,3.6338751669973135e-05,,26
CQ11,What components are associated with Project Ember?,answerable,broad,CF03,Project Helix depends on Redis.,False,,0.00012607494136318564,,8
CQ11,What components are associated with Project Ember?,answerable,broad,CF04,Project Helix is owned by Apex Labs.,False,,3.939150337828323e-05,,25
CQ11,What components are associated with Project Ember?,answerable,broad,CF05,Project Helix is deployed in Frankfurt.,False,,2.683059574337676e-05,,32
CQ11,What components are associated with Project Ember?,answerable,broad,CF06,Jonas works on Project Cascade.,False,,2.057701931335032e-05,,38
CQ11,What components are associated with Project Ember?,answerable,broad,CF07,Project Cascade uses TypeScript.,False,,7.522317173425108e-05,,14
CQ11,What components are associated with Project Ember?,answerable,broad,CF08,Project Cascade depends on Kafka.,False,,4.411664485814981e-05,,20
CQ11,What components are associated with Project Ember?,answerable,broad,CF09,Project Cascade is owned by Northwind Systems.,False,,2.4316559574799612e-05,,35
CQ11,What components are associated with Project Ember?,answerable,broad,CF10,Project Cascade has status beta.,False,,2.5751185603439808e-05,,33
CQ11,What components are associated with Project Ember?,answerable,broad,CF11,Elena works on Project Prism.,False,,2.9761562473140657e-05,,29
CQ11,What components are associated with Project Ember?,answerable,broad,CF12,Project Prism uses Kotlin.,False,,0.00010148862929781899,,10
CQ11,What components are associated with Project Ember?,answerable,broad,CF13,Project Prism depends on Grafana.,False,,0.00016894294822122902,,7
CQ11,What components are associated with Project Ember?,answerable,broad,CF14,Project Prism currently uses Go for the API layer.,False,,9.352945198770612e-05,,11
CQ11,What components are associated with Project Ember?,answerable,broad,CF15,Project Prism previously used Python for the API layer.,False,HN8,0.00012517423601821065,,9
CQ11,What components are associated with Project Ember?,answerable,broad,CF16,Theo works on Project Quasar.,False,,5.164196772966534e-05,,18
CQ11,What components are associated with Project Ember?,answerable,broad,CF17,Project Quasar uses Elixir.,False,,7.200871186796576e-05,,15
CQ11,What components are associated with Project Ember?,answerable,broad,CF18,Project Quasar depends on Celery.,False,,0.00023541713017039,,6
CQ11,What components are associated with Project Ember?,answerable,broad,CF19,Project Quasar supports feature streaming.,False,,2.9617533073178492e-05,,30
CQ11,What components are associated with Project Ember?,answerable,broad,CF20,Project Quasar does NOT support feature streaming.,False,HN7,1.7159860362880863e-05,,40
CQ11,What components are associated with Project Ember?,answerable,broad,CF21,Nadia works on Project Ember.,True,,0.018454916775226593,,3
CQ11,What components are associated with Project Ember?,answerable,broad,CF22,Project Ember uses PostgreSQL in production.,True,,0.11719151586294174,,1
CQ11,What components are associated with Project Ember?,answerable,broad,CF23,Project Ember uses SQLite in tests.,False,HN9,0.030819658190011978,,2
CQ11,What components are associated with Project Ember?,answerable,broad,CF24,Feature auth is enabled by default in Project Ember.,True,,0.003918759990483522,,4
CQ11,What components are associated with Project Ember?,answerable,broad,CF25,Feature auth is enabled only when DEBUG_MODE=true in Project Ember.,False,HN10,0.0008224878110922873,,5
CQ11,What components are associated with Project Ember?,answerable,broad,CF26,Owen works on Project Lattice.,False,,3.1158797355601564e-05,,28
CQ11,What components are associated with Project Ember?,answerable,broad,CF27,Project Lattice requires more than 16 GB of memory.,False,,4.74954467790667e-05,,19
CQ11,What components are associated with Project Ember?,answerable,broad,CF28,Project Lattice requires less than 16 GB of memory.,False,HN12,4.4024185626767576e-05,,21
CQ11,What components are associated with Project Ember?,answerable,broad,CF29,Project Lattice is deployed in Singapore.,False,,2.280845546920318e-05,,37
CQ11,What components are associated with Project Ember?,answerable,broad,CF30,Priya confirmed migration Lattice-Blue.,False,,2.3329967007157393e-05,,36
CQ11,What components are associated with Project Ember?,answerable,broad,CF31,Kai works on Project Flux.,False,,2.9057990104774944e-05,,31
